date,ward,chlorine_mgL,turbidity_NTU
2020-08-05,Podanur,0.05,199.4
2020-08-05,Thudiyalur,0.05,155.9
2020-08-05,Vadakovai,0.05,207.9
2020-08-05,Ganapathy,0.05,158.1
2020-08-05,Kalapatti,0.05,223.4
2020-08-05,Kovaipudur,0.05,168.7
2020-08-05,Selvapuram,0.05,180.7
2020-08-05,Kurichi,0.05,150.1
2020-08-05,Vadavalli,0.05,159.3
2020-08-12,Gandhipuram,0.05,139.1
2020-08-12,RS Puram,0.05,202.3
2020-08-12,Saibaba Colony,0.05,150.3
2020-08-12,Peelamedu,0.05,184.0
2020-08-12,Singanallur,0.05,263.0
2020-08-12,Saravanampatti,0.05,131.4
2020-08-12,Race Course,0.05,153.9
2020-08-12,Ukkadam,0.05,199.6
2020-08-12,Town Hall,0.05,137.3
2020-08-12,Kuniyamuthur,0.05,254.1
2020-08-12,Sundarapuram,0.05,175.6
2020-08-12,Podanur,0.05,268.6
2020-08-12,Thudiyalur,0.05,188.6
2020-08-12,Vadakovai,0.05,179.0
2020-08-12,Ganapathy,0.05,182.3
2020-08-12,Kalapatti,0.05,314.6
2020-08-12,Kovaipudur,0.05,173.3
2020-08-12,Selvapuram,0.05,179.8
2020-08-12,Kurichi,0.05,175.1
2020-08-12,Vadavalli,0.05,141.9
2020-08-19,Gandhipuram,0.05,158.4
2020-08-19,RS Puram,0.05,209.7
2020-08-19,Saibaba Colony,0.05,243.2
2020-08-19,Peelamedu,0.05,231.3
2020-08-19,Singanallur,0.05,201.6
2020-08-19,Saravanampatti,0.05,148.2
2020-08-19,Race Course,0.05,148.1
2020-08-19,Ukkadam,0.05,130.7
2020-08-19,Town Hall,0.05,93.8
2020-08-19,Kuniyamuthur,0.05,220.4
2020-08-19,Sundarapuram,0.05,160.8
2020-08-19,Podanur,0.05,174.7
2020-08-19,Thudiyalur,0.05,158.6
2020-08-19,Vadakovai,0.05,160.8
2020-08-19,Ganapathy,0.05,226.6
2020-08-19,Kalapatti,0.05,176.3
2020-08-19,Kovaipudur,0.05,195.7
2020-08-19,Selvapuram,0.05,208.8
2020-08-19,Kurichi,0.05,99.8
2020-08-19,Vadavalli,0.05,145.7
2020-08-26,Gandhipuram,0.05,132.9
2020-08-26,RS Puram,0.05,166.3
2020-08-26,Saibaba Colony,0.05,142.4
2020-08-26,Peelamedu,0.05,184.7
2020-08-26,Singanallur,0.05,143.4
2020-08-26,Saravanampatti,0.05,182.6
2020-08-26,Race Course,0.05,142.4
2020-08-26,Ukkadam,0.05,198.5
2020-08-26,Town Hall,0.05,120.6
2020-08-26,Kuniyamuthur,0.05,236.8
2020-08-26,Sundarapuram,0.05,117.4
2020-08-26,Podanur,0.05,181.0
2020-08-26,Thudiyalur,0.05,114.0
2020-08-26,Vadakovai,0.05,174.4
2020-08-26,Ganapathy,0.05,219.2
2020-08-26,Kalapatti,0.05,152.8
2020-08-26,Kovaipudur,0.05,221.4
2020-08-26,Selvapuram,0.05,166.5
2020-08-26,Kurichi,0.05,111.8
2020-08-26,Vadavalli,0.05,149.3
2020-09-02,Gandhipuram,0.05,151.9
2020-09-02,RS Puram,0.05,186.5
2020-09-02,Saibaba Colony,0.05,220.8
2020-09-02,Peelamedu,0.05,179.2
2020-09-02,Singanallur,0.05,160.1
2020-09-02,Saravanampatti,0.05,186.1
2020-09-02,Race Course,0.05,150.6
2020-09-02,Ukkadam,0.05,217.6
2020-09-02,Town Hall,0.05,163.2
2020-09-02,Kuniyamuthur,0.05,164.0
2020-09-02,Sundarapuram,0.05,156.7
2020-09-02,Podanur,0.05,168.8
2020-09-02,Thudiyalur,0.05,159.7
2020-09-02,Vadakovai,0.05,111.7
2020-09-02,Ganapathy,0.05,206.2
2020-09-02,Kalapatti,0.05,148.1
2020-09-02,Kovaipudur,0.05,288.5
2020-09-02,Selvapuram,0.05,175.0
2020-09-02,Kurichi,0.05,182.8
2020-09-02,Vadavalli,0.05,144.6
2020-09-09,Gandhipuram,0.05,152.5
2020-09-09,RS Puram,0.05,200.6
2020-09-09,Saibaba Colony,0.05,185.9
2020-09-09,Peelamedu,0.05,151.0
2020-09-09,Singanallur,0.05,165.2
2020-09-09,Saravanampatti,0.05,160.2
2020-09-09,Race Course,0.05,165.2
2020-09-09,Ukkadam,0.05,157.9
2020-09-09,Town Hall,0.05,220.5
2020-09-09,Kuniyamuthur,0.05,177.3
2020-09-09,Sundarapuram,0.05,201.1
2020-09-09,Podanur,0.05,218.3
2020-09-09,Thudiyalur,0.05,143.1
2020-09-09,Vadakovai,0.05,174.6
2020-09-09,Ganapathy,0.05,92.6
2020-09-09,Kalapatti,0.05,220.3
2020-09-09,Kovaipudur,0.05,188.0
2020-09-09,Selvapuram,0.05,247.1
2020-09-09,Kurichi,0.05,224.7
2020-09-09,Vadavalli,0.05,174.2
2020-09-16,Gandhipuram,0.05,161.5
2020-09-16,RS Puram,0.05,195.3
2020-09-16,Saibaba Colony,0.05,160.6
2020-09-16,Peelamedu,0.05,204.9
2020-09-16,Singanallur,0.05,172.9
2020-09-16,Saravanampatti,0.05,190.9
2020-09-16,Race Course,0.05,185.7
2020-09-16,Ukkadam,0.05,174.8
2020-09-16,Town Hall,0.05,156.3
2020-09-16,Kuniyamuthur,0.05,185.5
2020-09-16,Sundarapuram,0.05,147.8
2020-09-16,Podanur,0.05,186.8
2020-09-16,Thudiyalur,0.05,150.0
2020-09-16,Vadakovai,0.05,283.7
2020-09-16,Ganapathy,0.05,155.0
2020-09-16,Kalapatti,0.05,213.2
2020-09-16,Kovaipudur,0.05,185.8
2020-09-16,Selvapuram,0.05,196.0
2020-09-16,Kurichi,0.05,180.2
2020-09-16,Vadavalli,0.05,169.9
2020-09-23,Gandhipuram,0.05,220.9
2020-09-23,RS Puram,0.05,137.3
2020-09-23,Saibaba Colony,0.05,164.0
2020-09-23,Peelamedu,0.05,245.4
2020-09-23,Singanallur,0.05,164.5
2020-09-23,Saravanampatti,0.05,202.1
2020-09-23,Race Course,0.05,171.9
2020-09-23,Ukkadam,0.05,187.2
2020-09-23,Town Hall,0.05,199.5
2020-09-23,Kuniyamuthur,0.05,206.3
2020-09-23,Sundarapuram,0.05,161.0
2020-09-23,Podanur,0.05,189.9
2020-09-23,Thudiyalur,0.05,139.6
2020-09-23,Vadakovai,0.05,152.4
2020-09-23,Ganapathy,0.05,134.0
2020-09-23,Kalapatti,0.05,141.7
2020-09-23,Kovaipudur,0.05,112.5
2020-09-23,Selvapuram,0.05,196.7
2020-09-23,Kurichi,0.05,167.3
2020-09-23,Vadavalli,0.05,140.5
2020-09-30,Gandhipuram,0.05,146.4
2020-09-30,RS Puram,0.05,165.7
2020-09-30,Saibaba Colony,0.05,171.7
2020-09-30,Peelamedu,0.05,209.9
2020-09-30,Singanallur,0.05,173.8
2020-09-30,Saravanampatti,0.05,161.2
2020-09-30,Race Course,0.05,139.5
2020-09-30,Ukkadam,0.05,159.9
2020-09-30,Town Hall,0.05,180.8
2020-09-30,Kuniyamuthur,0.05,171.3
2020-09-30,Sundarapuram,0.05,186.3
2020-09-30,Podanur,0.05,146.8
2020-09-30,Thudiyalur,0.05,189.7
2020-09-30,Vadakovai,0.05,179.4
2020-09-30,Ganapathy,0.05,182.4
2020-09-30,Kalapatti,0.05,130.7
2020-09-30,Kovaipudur,0.05,153.9
2020-09-30,Selvapuram,0.05,124.4
2020-09-30,Kurichi,0.05,232.3
2020-09-30,Vadavalli,0.05,252.6
2020-10-07,Gandhipuram,0.05,64.4
2020-10-07,RS Puram,0.05,111.4
2020-10-07,Saibaba Colony,0.05,90.0
2020-10-07,Peelamedu,0.05,83.6
2020-10-07,Singanallur,0.05,125.1
2020-10-07,Saravanampatti,0.05,83.9
2020-10-07,Race Course,0.05,109.4
2020-10-07,Ukkadam,0.05,48.9
2020-10-07,Town Hall,0.05,92.9
2020-10-07,Kuniyamuthur,0.05,112.4
2020-10-07,Sundarapuram,0.05,101.9
2020-10-07,Podanur,0.05,130.6
2020-10-07,Thudiyalur,0.05,136.0
2020-10-07,Vadakovai,0.05,94.7
2020-10-07,Ganapathy,0.05,81.7
2020-10-07,Kalapatti,0.05,91.6
2020-10-07,Kovaipudur,0.05,117.6
2020-10-07,Selvapuram,0.05,70.8
2020-10-07,Kurichi,0.05,110.1
2020-10-07,Vadavalli,0.05,110.8
2020-10-14,Gandhipuram,0.05,91.8
2020-10-14,RS Puram,0.05,114.0
2020-10-14,Saibaba Colony,0.05,67.1
2020-10-14,Peelamedu,0.05,76.6
2020-10-14,Singanallur,0.05,70.5
2020-10-14,Saravanampatti,0.05,89.6
2020-10-14,Race Course,0.05,81.9
2020-10-14,Ukkadam,0.05,98.0
2020-10-14,Town Hall,0.05,73.3
2020-10-14,Kuniyamuthur,0.05,105.9
2020-10-14,Sundarapuram,0.05,78.1
2020-10-14,Podanur,0.05,82.1
2020-10-14,Thudiyalur,0.05,66.0
2020-10-14,Vadakovai,0.05,58.5
2020-10-14,Ganapathy,0.05,52.4
2020-10-14,Kalapatti,0.05,68.7
2020-10-14,Kovaipudur,0.05,53.5
2020-10-14,Selvapuram,0.05,116.7
2020-10-14,Kurichi,0.05,110.6
2020-10-14,Vadavalli,0.05,77.2
2020-10-21,Gandhipuram,0.05,119.0
2020-10-21,RS Puram,0.05,67.6
2020-10-21,Saibaba Colony,0.05,83.9
2020-10-21,Peelamedu,0.05,69.2
2020-10-21,Singanallur,0.05,105.7
2020-10-21,Saravanampatti,0.05,58.2
2020-10-21,Race Course,0.05,62.1
2020-10-21,Ukkadam,0.05,80.1
2020-10-21,Town Hall,0.05,72.6
2020-10-21,Kuniyamuthur,0.05,61.3
2020-10-21,Sundarapuram,0.05,80.3
2020-10-21,Podanur,0.05,64.4
2020-10-21,Thudiyalur,0.05,39.7
2020-10-21,Vadakovai,0.05,33.7
2020-10-21,Ganapathy,0.05,93.7
2020-10-21,Kalapatti,0.05,63.2
2020-10-21,Kovaipudur,0.05,67.2
2020-10-21,Selvapuram,0.05,79.4
2020-10-21,Kurichi,0.05,57.3
2020-10-21,Vadavalli,0.05,63.7
2020-10-28,Gandhipuram,0.05,76.4
2020-10-28,RS Puram,0.05,69.8
2020-10-28,Saibaba Colony,0.05,94.3
2020-10-28,Peelamedu,0.05,112.9
2020-10-28,Singanallur,0.05,82.1
2020-10-28,Saravanampatti,0.05,97.3
2020-10-28,Race Course,0.05,50.1
2020-10-28,Ukkadam,0.05,75.3
2020-10-28,Town Hall,0.05,59.7
2020-10-28,Kuniyamuthur,0.05,65.2
2020-10-28,Sundarapuram,0.05,71.7
2020-10-28,Podanur,0.05,42.3
2020-10-28,Thudiyalur,0.05,69.0
2020-10-28,Vadakovai,0.05,97.4
2020-10-28,Ganapathy,0.05,68.7
2020-10-28,Kalapatti,0.05,72.7
2020-10-28,Kovaipudur,0.05,65.3
2020-10-28,Selvapuram,0.05,68.0
2020-10-28,Kurichi,0.05,91.2
2020-10-28,Vadavalli,0.05,142.5
2020-11-04,Gandhipuram,0.05,74.3
2020-11-04,RS Puram,0.05,89.3
2020-11-04,Saibaba Colony,0.05,94.4
2020-11-04,Peelamedu,0.05,59.7
2020-11-04,Singanallur,0.05,71.6
2020-11-04,Saravanampatti,0.05,52.0
2020-11-04,Race Course,0.05,117.4
2020-11-04,Ukkadam,0.05,66.7
2020-11-04,Town Hall,0.05,66.2
2020-11-04,Kuniyamuthur,0.05,84.5
2020-11-04,Sundarapuram,0.05,101.6
2020-11-04,Podanur,0.05,87.7
2020-11-04,Thudiyalur,0.05,127.9
2020-11-04,Vadakovai,0.05,92.5
2020-11-04,Ganapathy,0.05,103.4
2020-11-04,Kalapatti,0.05,40.0
2020-11-04,Kovaipudur,0.05,70.4
2020-11-04,Selvapuram,0.05,65.5
2020-11-04,Kurichi,0.05,93.8
2020-11-04,Vadavalli,0.05,103.0
2020-11-11,Gandhipuram,0.05,139.7
2020-11-11,RS Puram,0.05,69.1
2020-11-11,Saibaba Colony,0.05,115.4
2020-11-11,Peelamedu,0.05,79.5
2020-11-11,Singanallur,0.05,90.0
2020-11-11,Saravanampatti,0.05,73.7
2020-11-11,Race Course,0.05,98.8
2020-11-11,Ukkadam,0.05,61.0
2020-11-11,Town Hall,0.05,80.0
2020-11-11,Kuniyamuthur,0.05,79.6
2020-11-11,Sundarapuram,0.05,92.8
2020-11-11,Podanur,0.05,75.3
2020-11-11,Thudiyalur,0.05,103.3
2020-11-11,Vadakovai,0.05,72.9
2020-11-11,Ganapathy,0.05,54.0
2020-11-11,Kalapatti,0.05,99.3
2020-11-11,Kovaipudur,0.05,90.3
2020-11-11,Selvapuram,0.05,92.6
2020-11-11,Kurichi,0.05,84.6
2020-11-11,Vadavalli,0.05,76.7
2020-11-18,Gandhipuram,0.05,84.1
2020-11-18,RS Puram,0.05,90.3
2020-11-18,Saibaba Colony,0.05,123.5
2020-11-18,Peelamedu,0.05,68.0
2020-11-18,Singanallur,0.05,64.3
2020-11-18,Saravanampatti,0.05,78.1
2020-11-18,Race Course,0.05,114.8
2020-11-18,Ukkadam,0.05,94.0
2020-11-18,Town Hall,0.05,83.4
2020-11-18,Kuniyamuthur,0.05,70.6
2020-11-18,Sundarapuram,0.05,71.5
2020-11-18,Podanur,0.05,89.8
2020-11-18,Thudiyalur,0.05,99.0
2020-11-18,Vadakovai,0.05,63.6
2020-11-18,Ganapathy,0.05,66.6
2020-11-18,Kalapatti,0.05,110.4
2020-11-18,Kovaipudur,0.05,68.0
2020-11-18,Selvapuram,0.05,66.1
2020-11-18,Kurichi,0.05,100.8
2020-11-18,Vadavalli,0.05,120.9
2020-11-25,Gandhipuram,0.05,71.9
2020-11-25,RS Puram,0.05,77.8
2020-11-25,Saibaba Colony,0.05,79.3
2020-11-25,Peelamedu,0.05,65.1
2020-11-25,Singanallur,0.05,48.7
2020-11-25,Saravanampatti,0.05,75.2
2020-11-25,Race Course,0.05,97.8
2020-11-25,Ukkadam,0.05,82.8
2020-11-25,Town Hall,0.05,107.8
2020-11-25,Kuniyamuthur,0.05,107.9
2020-11-25,Sundarapuram,0.05,89.2
2020-11-25,Podanur,0.05,63.9
2020-11-25,Thudiyalur,0.05,79.9
2020-11-25,Vadakovai,0.05,89.8
2020-11-25,Ganapathy,0.05,118.0
2020-11-25,Kalapatti,0.05,92.0
2020-11-25,Kovaipudur,0.05,73.5
2020-11-25,Selvapuram,0.05,87.0
2020-11-25,Kurichi,0.05,63.3
2020-11-25,Vadavalli,0.05,88.0
2020-12-02,Gandhipuram,0.05,57.5
2020-12-02,RS Puram,0.05,66.3
2020-12-02,Saibaba Colony,0.05,72.4
2020-12-02,Peelamedu,0.05,80.5
2020-12-02,Singanallur,0.05,26.8
2020-12-02,Saravanampatti,0.05,56.8
2020-12-02,Race Course,0.05,55.7
2020-12-02,Ukkadam,0.05,92.5
2020-12-02,Town Hall,0.05,77.8
2020-12-02,Kuniyamuthur,0.05,59.5
2020-12-02,Sundarapuram,0.05,52.8
2020-12-02,Podanur,0.05,89.6
2020-12-02,Thudiyalur,0.05,69.4
2020-12-02,Vadakovai,0.05,48.4
2020-12-02,Ganapathy,0.05,72.2
2020-12-02,Kalapatti,0.05,62.3
2020-12-02,Kovaipudur,0.05,65.3
2020-12-02,Selvapuram,0.05,51.1
2020-12-02,Kurichi,0.05,79.8
2020-12-02,Vadavalli,0.05,54.5
2020-12-09,Gandhipuram,0.22,9.9
2020-12-09,RS Puram,0.41,16.3
2020-12-09,Saibaba Colony,0.35,11.9
2020-12-09,Peelamedu,0.05,23.8
2020-12-09,Singanallur,0.05,21.1
2020-12-09,Saravanampatti,0.05,16.0
2020-12-09,Race Course,0.05,26.6
2020-12-09,Ukkadam,0.47,22.2
2020-12-09,Town Hall,0.14,20.8
2020-12-09,Kuniyamuthur,0.08,18.3
2020-12-09,Sundarapuram,0.05,16.3
2020-12-09,Podanur,0.47,16.8
2020-12-09,Thudiyalur,0.22,18.9
2020-12-09,Vadakovai,0.05,35.5
2020-12-09,Ganapathy,0.05,12.6
2020-12-09,Kalapatti,0.05,11.6
2020-12-09,Kovaipudur,0.05,23.0
2020-12-09,Selvapuram,0.2,12.3
2020-12-09,Kurichi,0.21,14.0
2020-12-09,Vadavalli,0.05,17.8
2020-12-16,Gandhipuram,0.27,19.1
2020-12-16,RS Puram,0.13,25.9
2020-12-16,Saibaba Colony,0.21,8.0
2020-12-16,Peelamedu,0.05,10.6
2020-12-16,Singanallur,0.05,21.7
2020-12-16,Saravanampatti,0.05,17.6
2020-12-16,Race Course,0.09,13.1
2020-12-16,Ukkadam,0.35,26.6
2020-12-16,Town Hall,0.45,11.7
2020-12-16,Kuniyamuthur,0.08,14.4
2020-12-16,Sundarapuram,0.05,18.2
2020-12-16,Podanur,0.05,36.2
2020-12-16,Thudiyalur,0.13,21.7
2020-12-16,Vadakovai,0.14,12.4
2020-12-16,Ganapathy,0.05,20.3
2020-12-16,Kalapatti,0.05,24.2
2020-12-16,Kovaipudur,0.22,10.3
2020-12-16,Selvapuram,0.05,19.9
2020-12-16,Kurichi,0.16,15.8
2020-12-16,Vadavalli,0.06,10.6
2020-12-23,Gandhipuram,0.19,14.2
2020-12-23,RS Puram,0.59,21.0
2020-12-23,Saibaba Colony,0.31,9.4
2020-12-23,Peelamedu,0.16,15.1
2020-12-23,Singanallur,0.05,25.3
2020-12-23,Saravanampatti,0.05,26.0
2020-12-23,Race Course,0.05,24.3
2020-12-23,Ukkadam,0.41,14.8
2020-12-23,Town Hall,0.05,19.0
2020-12-23,Kuniyamuthur,0.22,16.1
2020-12-23,Sundarapuram,0.05,12.9
2020-12-23,Podanur,0.13,16.4
2020-12-23,Thudiyalur,0.37,22.9
2020-12-23,Vadakovai,0.05,18.8
2020-12-23,Ganapathy,0.05,20.7
2020-12-23,Kalapatti,0.05,17.5
2020-12-23,Kovaipudur,0.05,18.9
2020-12-23,Selvapuram,0.05,25.9
2020-12-23,Kurichi,0.05,37.2
2020-12-23,Vadavalli,0.05,18.1
2020-12-30,Gandhipuram,0.05,15.3
2020-12-30,RS Puram,0.5,11.8
2020-12-30,Saibaba Colony,0.26,15.5
2020-12-30,Peelamedu,0.05,20.6
2020-12-30,Singanallur,0.05,26.9
2020-12-30,Saravanampatti,0.22,8.1
2020-12-30,Race Course,0.05,15.8
2020-12-30,Ukkadam,0.21,16.8
2020-12-30,Town Hall,0.05,24.1
2020-12-30,Kuniyamuthur,0.05,24.7
2020-12-30,Sundarapuram,0.05,17.9
2020-12-30,Podanur,0.05,35.4
2020-12-30,Thudiyalur,0.25,13.5
2020-12-30,Vadakovai,0.12,12.6
2020-12-30,Ganapathy,0.05,16.7
2020-12-30,Kalapatti,0.05,16.0
2020-12-30,Kovaipudur,0.07,15.1
2020-12-30,Selvapuram,0.05,24.8
2020-12-30,Kurichi,0.06,18.7
2020-12-30,Vadavalli,0.05,22.1
2021-01-06,Gandhipuram,0.13,19.6
2021-01-06,RS Puram,0.05,32.0
2021-01-06,Saibaba Colony,0.05,20.8
2021-01-06,Peelamedu,0.42,7.3
2021-01-06,Singanallur,0.06,12.9
2021-01-06,Saravanampatti,0.14,12.9
2021-01-06,Race Course,0.3,10.1
2021-01-06,Ukkadam,0.05,29.1
2021-01-06,Town Hall,0.05,27.0
2021-01-06,Kuniyamuthur,0.18,12.5
2021-01-06,Sundarapuram,0.1,10.0
2021-01-06,Podanur,0.34,20.3
2021-01-06,Thudiyalur,0.29,14.7
2021-01-06,Vadakovai,0.05,17.5
2021-01-06,Ganapathy,0.05,16.5
2021-01-06,Kalapatti,0.05,22.0
2021-01-06,Kovaipudur,0.05,21.8
2021-01-06,Selvapuram,0.16,16.3
2021-01-06,Kurichi,0.14,16.4
2021-01-06,Vadavalli,0.05,18.0
2021-01-13,Gandhipuram,0.05,17.0
2021-01-13,RS Puram,0.08,16.2
2021-01-13,Saibaba Colony,0.26,8.7
2021-01-13,Peelamedu,0.12,13.5
2021-01-13,Singanallur,0.05,18.8
2021-01-13,Saravanampatti,0.05,26.4
2021-01-13,Race Course,0.05,34.1
2021-01-13,Ukkadam,0.31,24.9
2021-01-13,Town Hall,0.1,13.8
2021-01-13,Kuniyamuthur,0.05,27.1
2021-01-13,Sundarapuram,0.05,15.3
2021-01-13,Podanur,0.38,19.1
2021-01-13,Thudiyalur,0.79,8.9
2021-01-13,Vadakovai,0.05,24.2
2021-01-13,Ganapathy,0.05,19.3
2021-01-13,Kalapatti,0.05,27.7
2021-01-13,Kovaipudur,0.37,17.0
2021-01-13,Selvapuram,0.05,18.1
2021-01-13,Kurichi,0.05,16.8
2021-01-13,Vadavalli,0.05,12.9
2021-01-20,Gandhipuram,0.06,17.3
2021-01-20,RS Puram,0.05,26.7
2021-01-20,Saibaba Colony,0.05,24.3
2021-01-20,Peelamedu,0.18,18.3
2021-01-20,Singanallur,0.05,25.2
2021-01-20,Saravanampatti,0.05,29.1
2021-01-20,Race Course,0.05,14.4
2021-01-20,Ukkadam,0.09,26.0
2021-01-20,Town Hall,0.07,16.7
2021-01-20,Kuniyamuthur,0.24,13.9
2021-01-20,Sundarapuram,0.05,15.4
2021-01-20,Podanur,0.45,12.5
2021-01-20,Thudiyalur,0.41,13.0
2021-01-20,Vadakovai,0.05,18.9
2021-01-20,Ganapathy,0.05,22.7
2021-01-20,Kalapatti,0.05,23.1
2021-01-20,Kovaipudur,0.05,26.7
2021-01-20,Selvapuram,0.34,12.0
2021-01-20,Kurichi,0.05,24.1
2021-01-20,Vadavalli,0.05,13.7
2021-01-27,Gandhipuram,0.27,18.0
2021-01-27,RS Puram,0.43,26.2
2021-01-27,Saibaba Colony,0.05,18.8
2021-01-27,Peelamedu,0.05,18.2
2021-01-27,Singanallur,0.05,24.6
2021-01-27,Saravanampatti,0.05,22.8
2021-01-27,Race Course,0.06,9.8
2021-01-27,Ukkadam,0.55,17.3
2021-01-27,Town Hall,0.14,10.7
2021-01-27,Kuniyamuthur,0.05,19.3
2021-01-27,Sundarapuram,0.05,11.4
2021-01-27,Podanur,0.56,20.9
2021-01-27,Thudiyalur,0.45,15.9
2021-01-27,Vadakovai,0.13,11.1
2021-01-27,Ganapathy,0.05,16.0
2021-01-27,Kalapatti,0.05,20.8
2021-01-27,Kovaipudur,0.05,27.4
2021-01-27,Selvapuram,0.15,17.8
2021-01-27,Kurichi,0.16,13.7
2021-01-27,Vadavalli,0.05,19.0
2021-02-03,Gandhipuram,0.19,13.4
2021-02-03,RS Puram,0.33,26.4
2021-02-03,Saibaba Colony,0.05,20.7
2021-02-03,Peelamedu,0.05,17.5
2021-02-03,Singanallur,0.11,13.5
2021-02-03,Saravanampatti,0.1,10.8
2021-02-03,Race Course,0.13,11.9
2021-02-03,Ukkadam,0.4,18.5
2021-02-03,Town Hall,0.05,15.4
2021-02-03,Kuniyamuthur,0.2,10.9
2021-02-03,Sundarapuram,0.06,9.9
2021-02-03,Podanur,0.09,18.9
2021-02-03,Thudiyalur,0.21,21.8
2021-02-03,Vadakovai,0.05,14.8
2021-02-03,Ganapathy,0.05,14.4
2021-02-03,Kalapatti,0.05,15.3
2021-02-03,Kovaipudur,0.05,25.2
2021-02-03,Selvapuram,0.07,20.7
2021-02-03,Kurichi,0.29,15.7
2021-02-03,Vadavalli,0.05,20.9
2021-02-10,Gandhipuram,0.15,16.6
2021-02-10,RS Puram,0.36,25.2
2021-02-10,Saibaba Colony,0.05,13.3
2021-02-10,Peelamedu,0.37,15.1
2021-02-10,Singanallur,0.16,9.6
2021-02-10,Saravanampatti,0.05,13.3
2021-02-10,Race Course,0.15,17.5
2021-02-10,Ukkadam,0.22,11.8
2021-02-10,Town Hall,0.21,13.0
2021-02-10,Kuniyamuthur,0.24,16.0
2021-02-10,Sundarapuram,0.05,21.9
2021-02-10,Podanur,0.26,25.1
2021-02-10,Thudiyalur,0.27,17.2
2021-02-10,Vadakovai,0.26,13.2
2021-02-10,Ganapathy,0.05,14.7
2021-02-10,Kalapatti,0.05,21.0
2021-02-10,Kovaipudur,0.48,10.0
2021-02-10,Selvapuram,0.24,9.8
2021-02-10,Kurichi,0.05,22.7
2021-02-10,Vadavalli,0.05,14.4
2021-02-17,Gandhipuram,0.05,21.5
2021-02-17,RS Puram,0.17,21.4
2021-02-17,Saibaba Colony,0.05,22.6
2021-02-17,Peelamedu,0.05,18.4
2021-02-17,Singanallur,0.05,16.3
2021-02-17,Saravanampatti,0.05,29.4
2021-02-17,Race Course,0.05,23.1
2021-02-17,Ukkadam,0.46,24.0
2021-02-17,Town Hall,0.05,28.1
2021-02-17,Kuniyamuthur,0.12,20.2
2021-02-17,Sundarapuram,0.05,20.9
2021-02-17,Podanur,0.44,19.8
2021-02-17,Thudiyalur,0.59,16.2
2021-02-17,Vadakovai,0.05,25.5
2021-02-17,Ganapathy,0.05,23.4
2021-02-17,Kalapatti,0.12,14.6
2021-02-17,Kovaipudur,0.26,19.9
2021-02-17,Selvapuram,0.05,24.6
2021-02-17,Kurichi,0.05,10.0
2021-02-17,Vadavalli,0.07,12.3
2021-02-24,Gandhipuram,0.33,20.0
2021-02-24,RS Puram,0.22,27.7
2021-02-24,Saibaba Colony,0.05,30.0
2021-02-24,Peelamedu,0.31,13.1
2021-02-24,Singanallur,0.21,13.7
2021-02-24,Saravanampatti,0.05,11.2
2021-02-24,Race Course,0.05,21.6
2021-02-24,Ukkadam,0.4,9.9
2021-02-24,Town Hall,0.05,24.0
2021-02-24,Kuniyamuthur,0.05,32.3
2021-02-24,Sundarapuram,0.05,17.0
2021-02-24,Podanur,0.58,11.5
2021-02-24,Thudiyalur,0.2,27.4
2021-02-24,Vadakovai,0.05,21.6
2021-02-24,Ganapathy,0.05,18.6
2021-02-24,Kalapatti,0.05,12.8
2021-02-24,Kovaipudur,0.05,21.2
2021-02-24,Selvapuram,0.05,20.9
2021-02-24,Kurichi,0.15,9.3
2021-02-24,Vadavalli,0.05,14.2
2021-03-03,Gandhipuram,0.23,17.0
2021-03-03,RS Puram,0.15,22.3
2021-03-03,Saibaba Colony,0.05,23.3
2021-03-03,Peelamedu,0.09,24.0
2021-03-03,Singanallur,0.05,16.7
2021-03-03,Saravanampatti,0.18,10.7
2021-03-03,Race Course,0.05,8.4
2021-03-03,Ukkadam,0.54,14.1
2021-03-03,Town Hall,0.29,12.9
2021-03-03,Kuniyamuthur,0.1,14.9
2021-03-03,Sundarapuram,0.05,25.4
2021-03-03,Podanur,0.17,14.3
2021-03-03,Thudiyalur,0.42,20.6
2021-03-03,Vadakovai,0.08,15.3
2021-03-03,Ganapathy,0.13,13.6
2021-03-03,Kalapatti,0.05,13.4
2021-03-03,Kovaipudur,0.12,15.4
2021-03-03,Selvapuram,0.15,18.4
2021-03-03,Kurichi,0.29,15.4
2021-03-03,Vadavalli,0.05,27.9
2021-03-10,Gandhipuram,0.33,15.0
2021-03-10,RS Puram,0.25,19.4
2021-03-10,Saibaba Colony,0.05,21.6
2021-03-10,Peelamedu,0.09,18.4
2021-03-10,Singanallur,0.05,16.8
2021-03-10,Saravanampatti,0.06,11.0
2021-03-10,Race Course,0.07,11.7
2021-03-10,Ukkadam,0.28,17.3
2021-03-10,Town Hall,0.29,15.7
2021-03-10,Kuniyamuthur,0.19,17.3
2021-03-10,Sundarapuram,0.05,18.2
2021-03-10,Podanur,0.05,35.5
2021-03-10,Thudiyalur,0.44,21.8
2021-03-10,Vadakovai,0.05,11.5
2021-03-10,Ganapathy,0.05,25.8
2021-03-10,Kalapatti,0.28,10.8
2021-03-10,Kovaipudur,0.21,17.6
2021-03-10,Selvapuram,0.24,20.3
2021-03-10,Kurichi,0.25,13.7
2021-03-10,Vadavalli,0.05,22.8
2021-03-17,Gandhipuram,0.25,14.1
2021-03-17,RS Puram,0.3,17.8
2021-03-17,Saibaba Colony,0.05,19.8
