date,ward,rainfall_mm
2021-03-19,Kovaipudur,5.6
2021-03-19,Selvapuram,2.8
2021-03-19,Kurichi,1.8
2021-03-19,Vadavalli,1.6
2021-03-20,Gandhipuram,2.1
2021-03-20,RS Puram,0.1
2021-03-20,Saibaba Colony,6.7
2021-03-20,Peelamedu,19.1
2021-03-20,Singanallur,0.6
2021-03-20,Saravanampatti,0.4
2021-03-20,Race Course,0.5
2021-03-20,Ukkadam,3.2
2021-03-20,Town Hall,3.2
2021-03-20,Kuniyamuthur,5.7
2021-03-20,Sundarapuram,4.2
2021-03-20,Podanur,1.8
2021-03-20,Thudiyalur,2.8
2021-03-20,Vadakovai,3.5
2021-03-20,Ganapathy,2.2
2021-03-20,Kalapatti,1.9
2021-03-20,Kovaipudur,3.1
2021-03-20,Selvapuram,2.4
2021-03-20,Kurichi,3.1
2021-03-20,Vadavalli,2.8
2021-03-21,Gandhipuram,3.8
2021-03-21,RS Puram,3.1
2021-03-21,Saibaba Colony,2.2
2021-03-21,Peelamedu,3.4
2021-03-21,Singanallur,1.8
2021-03-21,Saravanampatti,0.8
2021-03-21,Race Course,0.0
2021-03-21,Ukkadam,2.5
2021-03-21,Town Hall,2.7
2021-03-21,Kuniyamuthur,10.7
2021-03-21,Sundarapuram,1.3
2021-03-21,Podanur,1.5
2021-03-21,Thudiyalur,0.7
2021-03-21,Vadakovai,0.2
2021-03-21,Ganapathy,4.4
2021-03-21,Kalapatti,0.9
2021-03-21,Kovaipudur,2.8
2021-03-21,Selvapuram,3.5
2021-03-21,Kurichi,1.9
2021-03-21,Vadavalli,6.3
2021-03-22,Gandhipuram,1.8
2021-03-22,RS Puram,1.0
2021-03-22,Saibaba Colony,6.8
2021-03-22,Peelamedu,5.9
2021-03-22,Singanallur,0.5
2021-03-22,Saravanampatti,0.1
2021-03-22,Race Course,0.3
2021-03-22,Ukkadam,1.0
2021-03-22,Town Hall,10.8
2021-03-22,Kuniyamuthur,2.5
2021-03-22,Sundarapuram,1.4
2021-03-22,Podanur,6.6
2021-03-22,Thudiyalur,1.8
2021-03-22,Vadakovai,1.1
2021-03-22,Ganapathy,8.5
2021-03-22,Kalapatti,5.7
2021-03-22,Kovaipudur,5.6
2021-03-22,Selvapuram,2.2
2021-03-22,Kurichi,4.7
2021-03-22,Vadavalli,0.6
2021-03-23,Gandhipuram,2.6
2021-03-23,RS Puram,12.4
2021-03-23,Saibaba Colony,1.0
2021-03-23,Peelamedu,4.7
2021-03-23,Singanallur,2.0
2021-03-23,Saravanampatti,0.1
2021-03-23,Race Course,4.3
2021-03-23,Ukkadam,0.6
2021-03-23,Town Hall,3.0
2021-03-23,Kuniyamuthur,0.3
2021-03-23,Sundarapuram,8.8
2021-03-23,Podanur,1.0
2021-03-23,Thudiyalur,0.8
2021-03-23,Vadakovai,0.4
2021-03-23,Ganapathy,8.8
2021-03-23,Kalapatti,3.7
2021-03-23,Kovaipudur,4.1
2021-03-23,Selvapuram,2.1
2021-03-23,Kurichi,1.9
2021-03-23,Vadavalli,0.3
2021-03-24,Gandhipuram,2.5
2021-03-24,RS Puram,0.9
2021-03-24,Saibaba Colony,11.3
2021-03-24,Peelamedu,4.8
2021-03-24,Singanallur,1.6
2021-03-24,Saravanampatti,0.5
2021-03-24,Race Course,4.6
2021-03-24,Ukkadam,0.4
2021-03-24,Town Hall,0.6
2021-03-24,Kuniyamuthur,0.7
2021-03-24,Sundarapuram,2.4
2021-03-24,Podanur,4.6
2021-03-24,Thudiyalur,1.1
2021-03-24,Vadakovai,0.3
2021-03-24,Ganapathy,1.9
2021-03-24,Kalapatti,4.1
2021-03-24,Kovaipudur,0.8
2021-03-24,Selvapuram,0.7
2021-03-24,Kurichi,8.8
2021-03-24,Vadavalli,9.2
2021-03-25,Gandhipuram,14.0
2021-03-25,RS Puram,4.9
2021-03-25,Saibaba Colony,0.6
2021-03-25,Peelamedu,0.7
2021-03-25,Singanallur,1.2
2021-03-25,Saravanampatti,1.1
2021-03-25,Race Course,9.4
2021-03-25,Ukkadam,4.7
2021-03-25,Town Hall,3.9
2021-03-25,Kuniyamuthur,0.6
2021-03-25,Sundarapuram,7.2
2021-03-25,Podanur,5.3
2021-03-25,Thudiyalur,0.5
2021-03-25,Vadakovai,6.1
2021-03-25,Ganapathy,1.0
2021-03-25,Kalapatti,0.3
2021-03-25,Kovaipudur,3.2
2021-03-25,Selvapuram,3.2
2021-03-25,Kurichi,0.3
2021-03-25,Vadavalli,1.2
2021-03-26,Gandhipuram,14.8
2021-03-26,RS Puram,3.4
2021-03-26,Saibaba Colony,3.9
2021-03-26,Peelamedu,0.7
2021-03-26,Singanallur,0.2
2021-03-26,Saravanampatti,1.0
2021-03-26,Race Course,0.9
2021-03-26,Ukkadam,0.8
2021-03-26,Town Hall,0.6
2021-03-26,Kuniyamuthur,2.6
2021-03-26,Sundarapuram,1.2
2021-03-26,Podanur,5.2
2021-03-26,Thudiyalur,0.6
2021-03-26,Vadakovai,1.9
2021-03-26,Ganapathy,0.0
2021-03-26,Kalapatti,2.0
2021-03-26,Kovaipudur,0.2
2021-03-26,Selvapuram,11.4
2021-03-26,Kurichi,4.7
2021-03-26,Vadavalli,2.0
2021-03-27,Gandhipuram,0.3
2021-03-27,RS Puram,2.7
2021-03-27,Saibaba Colony,4.3
2021-03-27,Peelamedu,0.6
2021-03-27,Singanallur,2.5
2021-03-27,Saravanampatti,5.0
2021-03-27,Race Course,4.4
2021-03-27,Ukkadam,4.9
2021-03-27,Town Hall,6.3
2021-03-27,Kuniyamuthur,8.3
2021-03-27,Sundarapuram,1.6
2021-03-27,Podanur,2.5
2021-03-27,Thudiyalur,4.7
2021-03-27,Vadakovai,3.6
2021-03-27,Ganapathy,16.2
2021-03-27,Kalapatti,0.0
2021-03-27,Kovaipudur,1.3
2021-03-27,Selvapuram,1.0
2021-03-27,Kurichi,0.9
2021-03-27,Vadavalli,0.8
2021-03-28,Gandhipuram,3.7
2021-03-28,RS Puram,0.3
2021-03-28,Saibaba Colony,4.1
2021-03-28,Peelamedu,3.5
2021-03-28,Singanallur,0.9
2021-03-28,Saravanampatti,0.9
2021-03-28,Race Course,3.0
2021-03-28,Ukkadam,4.3
2021-03-28,Town Hall,6.3
2021-03-28,Kuniyamuthur,5.7
2021-03-28,Sundarapuram,10.0
2021-03-28,Podanur,2.6
2021-03-28,Thudiyalur,7.2
2021-03-28,Vadakovai,5.0
2021-03-28,Ganapathy,6.8
2021-03-28,Kalapatti,0.0
2021-03-28,Kovaipudur,10.1
2021-03-28,Selvapuram,1.9
2021-03-28,Kurichi,4.8
2021-03-28,Vadavalli,0.4
2021-03-29,Gandhipuram,1.5
2021-03-29,RS Puram,1.0
2021-03-29,Saibaba Colony,1.0
2021-03-29,Peelamedu,0.4
2021-03-29,Singanallur,4.9
2021-03-29,Saravanampatti,0.0
2021-03-29,Race Course,1.1
2021-03-29,Ukkadam,0.6
2021-03-29,Town Hall,2.7
2021-03-29,Kuniyamuthur,0.9
2021-03-29,Sundarapuram,0.9
2021-03-29,Podanur,2.0
2021-03-29,Thudiyalur,3.2
2021-03-29,Vadakovai,0.4
2021-03-29,Ganapathy,0.6
2021-03-29,Kalapatti,0.9
2021-03-29,Kovaipudur,10.9
2021-03-29,Selvapuram,1.5
2021-03-29,Kurichi,2.7
2021-03-29,Vadavalli,0.8
2021-03-30,Gandhipuram,2.0
2021-03-30,RS Puram,0.2
2021-03-30,Saibaba Colony,0.1
2021-03-30,Peelamedu,1.9
2021-03-30,Singanallur,1.5
2021-03-30,Saravanampatti,0.4
2021-03-30,Race Course,3.5
2021-03-30,Ukkadam,14.8
2021-03-30,Town Hall,1.5
2021-03-30,Kuniyamuthur,2.9
2021-03-30,Sundarapuram,9.9
2021-03-30,Podanur,5.3
2021-03-30,Thudiyalur,1.9
2021-03-30,Vadakovai,4.0
2021-03-30,Ganapathy,0.4
2021-03-30,Kalapatti,2.2
2021-03-30,Kovaipudur,1.0
2021-03-30,Selvapuram,0.5
2021-03-30,Kurichi,1.7
2021-03-30,Vadavalli,0.4
2021-03-31,Gandhipuram,3.6
2021-03-31,RS Puram,1.8
2021-03-31,Saibaba Colony,2.3
2021-03-31,Peelamedu,0.5
2021-03-31,Singanallur,0.5
2021-03-31,Saravanampatti,2.6
2021-03-31,Race Course,12.6
2021-03-31,Ukkadam,0.3
2021-03-31,Town Hall,1.0
2021-03-31,Kuniyamuthur,6.1
2021-03-31,Sundarapuram,0.2
2021-03-31,Podanur,6.3
2021-03-31,Thudiyalur,2.2
2021-03-31,Vadakovai,1.6
2021-03-31,Ganapathy,1.1
2021-03-31,Kalapatti,1.1
2021-03-31,Kovaipudur,1.1
2021-03-31,Selvapuram,6.5
2021-03-31,Kurichi,3.9
2021-03-31,Vadavalli,3.3
2021-04-01,Gandhipuram,4.8
2021-04-01,RS Puram,0.9
2021-04-01,Saibaba Colony,2.9
2021-04-01,Peelamedu,1.8
2021-04-01,Singanallur,4.6
2021-04-01,Saravanampatti,1.1
2021-04-01,Race Course,3.1
2021-04-01,Ukkadam,6.4
2021-04-01,Town Hall,1.5
2021-04-01,Kuniyamuthur,0.2
2021-04-01,Sundarapuram,2.2
2021-04-01,Podanur,1.3
2021-04-01,Thudiyalur,3.3
2021-04-01,Vadakovai,9.0
2021-04-01,Ganapathy,2.0
2021-04-01,Kalapatti,1.9
2021-04-01,Kovaipudur,3.2
2021-04-01,Selvapuram,0.3
2021-04-01,Kurichi,0.9
2021-04-01,Vadavalli,7.5
2021-04-02,Gandhipuram,3.3
2021-04-02,RS Puram,0.0
2021-04-02,Saibaba Colony,0.7
2021-04-02,Peelamedu,3.4
2021-04-02,Singanallur,4.3
2021-04-02,Saravanampatti,5.5
2021-04-02,Race Course,1.0
2021-04-02,Ukkadam,8.0
2021-04-02,Town Hall,2.4
2021-04-02,Kuniyamuthur,3.6
2021-04-02,Sundarapuram,2.7
2021-04-02,Podanur,0.4
2021-04-02,Thudiyalur,9.9
2021-04-02,Vadakovai,0.4
2021-04-02,Ganapathy,0.9
2021-04-02,Kalapatti,5.0
2021-04-02,Kovaipudur,2.9
2021-04-02,Selvapuram,5.5
2021-04-02,Kurichi,2.2
2021-04-02,Vadavalli,1.4
2021-04-03,Gandhipuram,7.6
2021-04-03,RS Puram,0.1
2021-04-03,Saibaba Colony,5.8
2021-04-03,Peelamedu,0.8
2021-04-03,Singanallur,5.7
2021-04-03,Saravanampatti,0.4
2021-04-03,Race Course,2.6
2021-04-03,Ukkadam,6.6
2021-04-03,Town Hall,1.9
2021-04-03,Kuniyamuthur,4.1
2021-04-03,Sundarapuram,4.9
2021-04-03,Podanur,4.0
2021-04-03,Thudiyalur,7.8
2021-04-03,Vadakovai,1.8
2021-04-03,Ganapathy,0.6
2021-04-03,Kalapatti,0.1
2021-04-03,Kovaipudur,0.8
2021-04-03,Selvapuram,0.5
2021-04-03,Kurichi,2.4
2021-04-03,Vadavalli,0.6
2021-04-04,Gandhipuram,0.1
2021-04-04,RS Puram,0.1
2021-04-04,Saibaba Colony,5.3
2021-04-04,Peelamedu,2.7
2021-04-04,Singanallur,1.3
2021-04-04,Saravanampatti,6.7
2021-04-04,Race Course,0.2
2021-04-04,Ukkadam,11.8
2021-04-04,Town Hall,2.9
2021-04-04,Kuniyamuthur,0.6
2021-04-04,Sundarapuram,3.4
2021-04-04,Podanur,4.3
2021-04-04,Thudiyalur,1.7
2021-04-04,Vadakovai,5.9
2021-04-04,Ganapathy,0.5
2021-04-04,Kalapatti,1.0
2021-04-04,Kovaipudur,0.3
2021-04-04,Selvapuram,0.7
2021-04-04,Kurichi,0.8
2021-04-04,Vadavalli,7.5
2021-04-05,Gandhipuram,0.2
2021-04-05,RS Puram,1.7
2021-04-05,Saibaba Colony,2.3
2021-04-05,Peelamedu,6.9
2021-04-05,Singanallur,18.2
2021-04-05,Saravanampatti,4.2
2021-04-05,Race Course,10.6
2021-04-05,Ukkadam,4.6
2021-04-05,Town Hall,9.9
2021-04-05,Kuniyamuthur,3.7
2021-04-05,Sundarapuram,0.2
2021-04-05,Podanur,1.5
2021-04-05,Thudiyalur,3.1
2021-04-05,Vadakovai,1.3
2021-04-05,Ganapathy,1.0
2021-04-05,Kalapatti,2.6
2021-04-05,Kovaipudur,8.1
2021-04-05,Selvapuram,0.1
2021-04-05,Kurichi,4.4
2021-04-05,Vadavalli,3.8
2021-04-06,Gandhipuram,10.0
2021-04-06,RS Puram,8.0
2021-04-06,Saibaba Colony,4.3
2021-04-06,Peelamedu,2.2
2021-04-06,Singanallur,0.7
2021-04-06,Saravanampatti,2.4
2021-04-06,Race Course,4.3
2021-04-06,Ukkadam,6.8
2021-04-06,Town Hall,4.7
2021-04-06,Kuniyamuthur,0.7
2021-04-06,Sundarapuram,2.7
2021-04-06,Podanur,1.2
2021-04-06,Thudiyalur,0.0
2021-04-06,Vadakovai,0.7
2021-04-06,Ganapathy,0.4
2021-04-06,Kalapatti,5.5
2021-04-06,Kovaipudur,0.9
2021-04-06,Selvapuram,1.0
2021-04-06,Kurichi,9.7
2021-04-06,Vadavalli,1.4
2021-04-07,Gandhipuram,0.0
2021-04-07,RS Puram,1.0
2021-04-07,Saibaba Colony,0.4
2021-04-07,Peelamedu,0.3
2021-04-07,Singanallur,0.2
2021-04-07,Saravanampatti,2.7
2021-04-07,Race Course,0.6
2021-04-07,Ukkadam,1.3
2021-04-07,Town Hall,5.9
2021-04-07,Kuniyamuthur,1.7
2021-04-07,Sundarapuram,7.4
2021-04-07,Podanur,2.1
2021-04-07,Thudiyalur,1.5
2021-04-07,Vadakovai,4.2
2021-04-07,Ganapathy,0.2
2021-04-07,Kalapatti,0.3
2021-04-07,Kovaipudur,3.2
2021-04-07,Selvapuram,2.0
2021-04-07,Kurichi,4.7
2021-04-07,Vadavalli,7.4
2021-04-08,Gandhipuram,1.5
2021-04-08,RS Puram,2.7
2021-04-08,Saibaba Colony,2.1
2021-04-08,Peelamedu,12.0
2021-04-08,Singanallur,5.3
2021-04-08,Saravanampatti,7.3
2021-04-08,Race Course,0.9
2021-04-08,Ukkadam,4.4
2021-04-08,Town Hall,0.9
2021-04-08,Kuniyamuthur,0.7
2021-04-08,Sundarapuram,8.7
2021-04-08,Podanur,0.1
2021-04-08,Thudiyalur,10.1
2021-04-08,Vadakovai,0.5
2021-04-08,Ganapathy,5.1
2021-04-08,Kalapatti,1.0
2021-04-08,Kovaipudur,1.3
2021-04-08,Selvapuram,0.7
2021-04-08,Kurichi,2.6
2021-04-08,Vadavalli,1.3
2021-04-09,Gandhipuram,3.2
2021-04-09,RS Puram,0.0
2021-04-09,Saibaba Colony,0.2
2021-04-09,Peelamedu,0.3
2021-04-09,Singanallur,1.6
2021-04-09,Saravanampatti,5.1
2021-04-09,Race Course,6.6
2021-04-09,Ukkadam,0.8
2021-04-09,Town Hall,2.6
2021-04-09,Kuniyamuthur,4.4
2021-04-09,Sundarapuram,1.0
2021-04-09,Podanur,1.6
2021-04-09,Thudiyalur,2.2
2021-04-09,Vadakovai,0.4
2021-04-09,Ganapathy,0.1
2021-04-09,Kalapatti,0.5
2021-04-09,Kovaipudur,3.0
2021-04-09,Selvapuram,0.2
2021-04-09,Kurichi,0.6
2021-04-09,Vadavalli,1.2
2021-04-10,Gandhipuram,0.2
2021-04-10,RS Puram,0.6
2021-04-10,Saibaba Colony,7.3
2021-04-10,Peelamedu,0.1
2021-04-10,Singanallur,3.2
2021-04-10,Saravanampatti,1.5
2021-04-10,Race Course,3.4
2021-04-10,Ukkadam,2.7
2021-04-10,Town Hall,0.8
2021-04-10,Kuniyamuthur,5.6
2021-04-10,Sundarapuram,2.0
2021-04-10,Podanur,5.2
2021-04-10,Thudiyalur,1.6
2021-04-10,Vadakovai,12.5
2021-04-10,Ganapathy,4.4
2021-04-10,Kalapatti,10.1
2021-04-10,Kovaipudur,2.2
2021-04-10,Selvapuram,1.9
2021-04-10,Kurichi,4.2
2021-04-10,Vadavalli,6.4
2021-04-11,Gandhipuram,10.0
2021-04-11,RS Puram,1.2
2021-04-11,Saibaba Colony,4.8
2021-04-11,Peelamedu,0.7
2021-04-11,Singanallur,2.4
2021-04-11,Saravanampatti,0.6
2021-04-11,Race Course,1.3
2021-04-11,Ukkadam,8.0
2021-04-11,Town Hall,0.5
2021-04-11,Kuniyamuthur,3.0
2021-04-11,Sundarapuram,2.7
2021-04-11,Podanur,0.4
2021-04-11,Thudiyalur,1.2
2021-04-11,Vadakovai,2.5
2021-04-11,Ganapathy,0.6
2021-04-11,Kalapatti,4.8
2021-04-11,Kovaipudur,10.7
2021-04-11,Selvapuram,0.7
2021-04-11,Kurichi,0.6
2021-04-11,Vadavalli,1.8
2021-04-12,Gandhipuram,4.1
2021-04-12,RS Puram,1.0
2021-04-12,Saibaba Colony,0.1
2021-04-12,Peelamedu,2.3
2021-04-12,Singanallur,9.4
2021-04-12,Saravanampatti,1.5
2021-04-12,Race Course,1.6
2021-04-12,Ukkadam,10.4
2021-04-12,Town Hall,3.6
2021-04-12,Kuniyamuthur,3.8
2021-04-12,Sundarapuram,2.5
2021-04-12,Podanur,11.0
2021-04-12,Thudiyalur,3.5
2021-04-12,Vadakovai,6.8
2021-04-12,Ganapathy,3.6
2021-04-12,Kalapatti,4.0
2021-04-12,Kovaipudur,1.0
2021-04-12,Selvapuram,1.1
2021-04-12,Kurichi,4.6
2021-04-12,Vadavalli,1.1
2021-04-13,Gandhipuram,2.5
2021-04-13,RS Puram,0.9
2021-04-13,Saibaba Colony,5.1
2021-04-13,Peelamedu,0.4
2021-04-13,Singanallur,5.3
2021-04-13,Saravanampatti,2.8
2021-04-13,Race Course,0.6
2021-04-13,Ukkadam,2.3
2021-04-13,Town Hall,1.0
2021-04-13,Kuniyamuthur,1.2
2021-04-13,Sundarapuram,1.3
2021-04-13,Podanur,0.2
2021-04-13,Thudiyalur,12.8
2021-04-13,Vadakovai,0.1
2021-04-13,Ganapathy,3.3
2021-04-13,Kalapatti,1.4
2021-04-13,Kovaipudur,3.1
2021-04-13,Selvapuram,1.3
2021-04-13,Kurichi,3.4
2021-04-13,Vadavalli,3.9
2021-04-14,Gandhipuram,3.5
2021-04-14,RS Puram,0.4
2021-04-14,Saibaba Colony,3.2
2021-04-14,Peelamedu,1.0
2021-04-14,Singanallur,0.1
2021-04-14,Saravanampatti,1.6
2021-04-14,Race Course,1.7
2021-04-14,Ukkadam,1.9
2021-04-14,Town Hall,3.7
2021-04-14,Kuniyamuthur,1.1
2021-04-14,Sundarapuram,1.1
2021-04-14,Podanur,0.2
2021-04-14,Thudiyalur,3.5
2021-04-14,Vadakovai,2.5
2021-04-14,Ganapathy,1.3
2021-04-14,Kalapatti,3.7
2021-04-14,Kovaipudur,2.3
2021-04-14,Selvapuram,1.9
2021-04-14,Kurichi,2.1
2021-04-14,Vadavalli,3.0
2021-04-15,Gandhipuram,3.2
2021-04-15,RS Puram,1.0
2021-04-15,Saibaba Colony,0.5
2021-04-15,Peelamedu,0.5
2021-04-15,Singanallur,3.1
2021-04-15,Saravanampatti,6.2
2021-04-15,Race Course,1.6
2021-04-15,Ukkadam,0.6
2021-04-15,Town Hall,4.2
2021-04-15,Kuniyamuthur,5.4
2021-04-15,Sundarapuram,6.4
2021-04-15,Podanur,2.8
2021-04-15,Thudiyalur,5.9
2021-04-15,Vadakovai,0.0
2021-04-15,Ganapathy,0.3
2021-04-15,Kalapatti,0.3
2021-04-15,Kovaipudur,3.7
2021-04-15,Selvapuram,0.2
2021-04-15,Kurichi,2.1
2021-04-15,Vadavalli,1.9
2021-04-16,Gandhipuram,1.1
2021-04-16,RS Puram,6.1
2021-04-16,Saibaba Colony,0.6
2021-04-16,Peelamedu,1.3
2021-04-16,Singanallur,4.5
2021-04-16,Saravanampatti,0.1
2021-04-16,Race Course,3.4
2021-04-16,Ukkadam,5.1
2021-04-16,Town Hall,8.1
2021-04-16,Kuniyamuthur,6.3
2021-04-16,Sundarapuram,1.2
2021-04-16,Podanur,2.6
2021-04-16,Thudiyalur,0.2
2021-04-16,Vadakovai,0.9
2021-04-16,Ganapathy,0.3
2021-04-16,Kalapatti,1.1
2021-04-16,Kovaipudur,6.2
2021-04-16,Selvapuram,1.3
2021-04-16,Kurichi,2.5
2021-04-16,Vadavalli,1.7
2021-04-17,Gandhipuram,1.8
2021-04-17,RS Puram,10.5
2021-04-17,Saibaba Colony,1.1
2021-04-17,Peelamedu,3.0
2021-04-17,Singanallur,1.6
2021-04-17,Saravanampatti,0.2
2021-04-17,Race Course,2.0
2021-04-17,Ukkadam,5.0
2021-04-17,Town Hall,0.3
2021-04-17,Kuniyamuthur,0.2
2021-04-17,Sundarapuram,0.5
2021-04-17,Podanur,4.3
2021-04-17,Thudiyalur,3.9
2021-04-17,Vadakovai,2.5
2021-04-17,Ganapathy,1.9
2021-04-17,Kalapatti,6.6
2021-04-17,Kovaipudur,4.4
2021-04-17,Selvapuram,5.0
2021-04-17,Kurichi,5.0
2021-04-17,Vadavalli,3.1
2021-04-18,Gandhipuram,1.8
2021-04-18,RS Puram,6.0
2021-04-18,Saibaba Colony,7.8
2021-04-18,Peelamedu,0.1
2021-04-18,Singanallur,0.2
2021-04-18,Saravanampatti,9.6
2021-04-18,Race Course,1.0
2021-04-18,Ukkadam,6.2
2021-04-18,Town Hall,1.5
2021-04-18,Kuniyamuthur,0.4
2021-04-18,Sundarapuram,0.3
2021-04-18,Podanur,0.5
2021-04-18,Thudiyalur,0.9
2021-04-18,Vadakovai,2.0
2021-04-18,Ganapathy,3.6
2021-04-18,Kalapatti,12.9
2021-04-18,Kovaipudur,1.7
2021-04-18,Selvapuram,2.2
2021-04-18,Kurichi,2.2
2021-04-18,Vadavalli,2.3
2021-04-19,Gandhipuram,2.2
2021-04-19,RS Puram,0.0
2021-04-19,Saibaba Colony,0.0
2021-04-19,Peelamedu,0.3
2021-04-19,Singanallur,0.3
2021-04-19,Saravanampatti,3.7
2021-04-19,Race Course,0.7
2021-04-19,Ukkadam,6.8
2021-04-19,Town Hall,7.9
2021-04-19,Kuniyamuthur,11.2
2021-04-19,Sundarapuram,8.4
2021-04-19,Podanur,1.0
2021-04-19,Thudiyalur,2.1
2021-04-19,Vadakovai,0.6
2021-04-19,Ganapathy,4.9
2021-04-19,Kalapatti,6.6
2021-04-19,Kovaipudur,5.7
2021-04-19,Selvapuram,1.7
2021-04-19,Kurichi,4.3
2021-04-19,Vadavalli,0.3
2021-04-20,Gandhipuram,0.1
2021-04-20,RS Puram,4.2
2021-04-20,Saibaba Colony,1.7
2021-04-20,Peelamedu,16.2
2021-04-20,Singanallur,0.3
2021-04-20,Saravanampatti,5.8
2021-04-20,Race Course,2.0
2021-04-20,Ukkadam,5.3
2021-04-20,Town Hall,5.1
2021-04-20,Kuniyamuthur,7.4
2021-04-20,Sundarapuram,1.1
2021-04-20,Podanur,9.0
2021-04-20,Thudiyalur,0.5
2021-04-20,Vadakovai,0.3
2021-04-20,Ganapathy,1.7
2021-04-20,Kalapatti,5.3
2021-04-20,Kovaipudur,1.9
2021-04-20,Selvapuram,5.3
2021-04-20,Kurichi,3.9
2021-04-20,Vadavalli,0.7
2021-04-21,Gandhipuram,8.9
2021-04-21,RS Puram,0.2
2021-04-21,Saibaba Colony,6.9
2021-04-21,Peelamedu,1.1
2021-04-21,Singanallur,2.1
2021-04-21,Saravanampatti,1.6
2021-04-21,Race Course,0.6
2021-04-21,Ukkadam,1.3
2021-04-21,Town Hall,0.6
2021-04-21,Kuniyamuthur,0.7
2021-04-21,Sundarapuram,0.6
2021-04-21,Podanur,2.0
2021-04-21,Thudiyalur,4.8
2021-04-21,Vadakovai,2.5
2021-04-21,Ganapathy,6.7
2021-04-21,Kalapatti,3.0
2021-04-21,Kovaipudur,3.5
2021-04-21,Selvapuram,3.3
2021-04-21,Kurichi,1.8
2021-04-21,Vadavalli,3.5
2021-04-22,Gandhipuram,0.2
2021-04-22,RS Puram,5.9
2021-04-22,Saibaba Colony,4.5
2021-04-22,Peelamedu,0.8
2021-04-22,Singanallur,4.4
2021-04-22,Saravanampatti,0.0
2021-04-22,Race Course,0.7
2021-04-22,Ukkadam,0.2
2021-04-22,Town Hall,4.5
2021-04-22,Kuniyamuthur,4.2
2021-04-22,Sundarapuram,5.0
2021-04-22,Podanur,0.0
2021-04-22,Thudiyalur,2.1
2021-04-22,Vadakovai,3.7
2021-04-22,Ganapathy,0.5
2021-04-22,Kalapatti,3.1
2021-04-22,Kovaipudur,0.3
2021-04-22,Selvapuram,0.6
2021-04-22,Kurichi,1.9
2021-04-22,Vadavalli,3.2
2021-04-23,Gandhipuram,0.5
2021-04-23,RS Puram,0.6
2021-04-23,Saibaba Colony,0.7
2021-04-23,Peelamedu,0.8
2021-04-23,Singanallur,0.8
2021-04-23,Saravanampatti,1.5
2021-04-23,Race Course,3.2
2021-04-23,Ukkadam,1.7
2021-04-23,Town Hall,4.5
2021-04-23,Kuniyamuthur,3.8
2021-04-23,Sundarapuram,0.4
2021-04-23,Podanur,0.2
2021-04-23,Thudiyalur,6.3
2021-04-23,Vadakovai,0.2
2021-04-23,Ganapathy,0.5
2021-04-23,Kalapatti,0.1
2021-04-23,Kovaipudur,3.0
2021-04-23,Selvapuram,2.6
2021-04-23,Kurichi,13.0
2021-04-23,Vadavalli,6.5
2021-04-24,Gandhipuram,1.6
2021-04-24,RS Puram,1.4
2021-04-24,Saibaba Colony,1.1
2021-04-24,Peelamedu,0.5
2021-04-24,Singanallur,0.4
2021-04-24,Saravanampatti,0.4
2021-04-24,Race Course,0.4
2021-04-24,Ukkadam,0.8
2021-04-24,Town Hall,1.1
2021-04-24,Kuniyamuthur,9.8
2021-04-24,Sundarapuram,2.6
2021-04-24,Podanur,13.2
2021-04-24,Thudiyalur,1.4
2021-04-24,Vadakovai,1.8
2021-04-24,Ganapathy,1.2
2021-04-24,Kalapatti,0.6
2021-04-24,Kovaipudur,0.5
2021-04-24,Selvapuram,8.7
2021-04-24,Kurichi,13.0
2021-04-24,Vadavalli,0.1
2021-04-25,Gandhipuram,0.5
2021-04-25,RS Puram,1.7
2021-04-25,Saibaba Colony,0.6
2021-04-25,Peelamedu,1.4
2021-04-25,Singanallur,0.4
2021-04-25,Saravanampatti,1.8
2021-04-25,Race Course,1.0
2021-04-25,Ukkadam,1.3
2021-04-25,Town Hall,0.3
2021-04-25,Kuniyamuthur,1.7
2021-04-25,Sundarapuram,12.3
2021-04-25,Podanur,1.2
2021-04-25,Thudiyalur,6.3
2021-04-25,Vadakovai,5.6
2021-04-25,Ganapathy,9.1
2021-04-25,Kalapatti,4.7
2021-04-25,Kovaipudur,3.2
2021-04-25,Selvapuram,5.8
2021-04-25,Kurichi,0.2
2021-04-25,Vadavalli,1.9
2021-04-26,Gandhipuram,13.6
2021-04-26,RS Puram,4.4
2021-04-26,Saibaba Colony,9.8
2021-04-26,Peelamedu,4.5
2021-04-26,Singanallur,6.2
2021-04-26,Saravanampatti,3.7
2021-04-26,Race Course,4.3
2021-04-26,Ukkadam,2.2
2021-04-26,Town Hall,7.7
2021-04-26,Kuniyamuthur,5.2
2021-04-26,Sundarapuram,5.6
2021-04-26,Podanur,3.4
2021-04-26,Thudiyalur,1.1
2021-04-26,Vadakovai,0.1
2021-04-26,Ganapathy,8.2
2021-04-26,Kalapatti,2.6
2021-04-26,Kovaipudur,1.1
2021-04-26,Selvapuram,0.5
2021-04-26,Kurichi,5.3
2021-04-26,Vadavalli,5.4
2021-04-27,Gandhipuram,5.1
2021-04-27,RS Puram,3.1
2021-04-27,Saibaba Colony,1.4
2021-04-27,Peelamedu,1.1
2021-04-27,Singanallur,0.0
2021-04-27,Saravanampatti,5.4
2021-04-27,Race Course,0.3
2021-04-27,Ukkadam,3.0
